months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,fraud_reported,days_since_policy,unknown_property_damage,unknown_collision_type,unknown_police_report_but_severe_damage,high_claim_without_witnesses,multi_vehicles_no_injury,no_police_report_but_severe_damage,zip_prefix,auto_make_model
143,30,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,NO,2,0,YES,54300,10860,5430,38010,2010,0,8446,0,0,0,0,0,0,436,Toyota_Highlander
371,54,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,,1,2,,32280,5380,5380,21520,2010,1,996,1,0,1,0,0,0,469,Ford_Fusion
292,42,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,YES,1,1,NO,84600,16920,8460,59220,2007,0,2874,0,0,0,0,0,1,605,Chevrolet_Malibu
165,35,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,8,1,NO,1,3,YES,69700,6970,6970,55760,2008,0,785,0,0,0,0,0,0,448,BMW_3 Series
158,33,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,NO,0,1,NO,36400,3640,7280,25480,1998,0,413,0,0,0,0,1,1,432,Volkswagen_Jetta
241,39,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,NO,0,2,YES,37520,4690,4690,28140,2010,0,3587,0,0,0,0,1,0,473,Jeep_Wrangler
103,33,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,NO,2,3,,79090,14380,14380,50330,2014,0,7429,0,0,1,0,0,0,618,Dodge_RAM
402,54,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,19,1,NO,0,2,YES,67770,7530,15060,45180,2013,1,4214,0,0,0,0,0,0,444,Mercedes_ML350
102,32,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,11,1,NO,1,0,NO,47400,9480,4740,33180,2004,1,155,0,0,0,0,0,1,457,Chevrolet_Silverado
182,40,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,13,1,YES,0,2,,71100,7110,14220,49770,2008,0,1163,0,0,1,0,0,0,466,Audi_A3
282,46,OH,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2,1,,2,2,NO,69400,13880,6940,48580,2012,0,8585,1,0,0,0,0,0,450,BMW_M5
222,39,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,9,3,YES,2,1,,55000,5000,10000,40000,1996,1,3975,0,0,1,0,0,0,458,Saab_93
51,34,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,,2,3,NO,64200,6420,19260,38520,2007,1,414,1,0,0,0,0,1,461,Honda_Civic
255,45,IL,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,16,1,NO,2,0,YES,67320,12240,12240,42840,2006,0,8849,0,0,0,0,0,0,600,Ford_Fusion
143,31,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,YES,2,0,,76120,6920,13840,55360,1999,0,231,0,0,1,0,0,0,604,Audi_A5
130,28,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,YES,2,1,NO,85020,13080,13080,58860,2010,0,8460,0,0,0,0,0,0,462,Ford_Fusion
242,41,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,0,1,,68090,12380,12380,43330,2009,0,8899,0,0,0,0,1,0,619,Toyota_Corolla
96,27,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,0,0,Parked Car,,Trivial Damage,Police,WV,Arlington,4,1,,1,2,NO,6030,670,670,4690,2007,0,2166,1,1,0,0,0,0,437,Nissan_Pathfinder
180,35,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,,Minor Damage,UNKNOWN,OH,Springfield,17,1,,1,3,NO,5100,1020,510,3570,2000,0,3495,1,1,0,0,0,0,432,Chevrolet_Malibu
150,30,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,7,1,YES,1,3,YES,4590,510,510,3570,2013,0,7609,0,1,0,0,0,0,439,Volkswagen_Jetta
463,59,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,14,2,,1,2,NO,72400,7240,14480,50680,1999,1,7498,1,0,0,0,0,1,601,Chevrolet_Tahoe
472,64,IN,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,1,NO,2,3,NO,70900,14180,7090,49630,2002,0,910,0,0,0,0,0,1,615,Mercedes_ML350
75,25,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,,2,3,YES,65100,6510,6510,52080,2011,0,1143,1,0,0,0,0,0,472,Saab_93
193,40,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,,2,1,YES,64260,0,14280,49980,1999,0,3655,1,0,0,0,0,0,457,Ford_Escape
43,43,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,16,1,,2,1,,79970,7270,21810,50890,1996,1,6282,1,0,1,0,0,0,604,Honda_CRV
253,41,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,17,1,NO,2,0,,56610,6290,6290,44030,1995,0,3918,0,0,1,0,0,0,471,Chevrolet_Tahoe
152,30,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,9,1,YES,1,1,,84590,7690,7690,69210,2000,1,1912,0,0,1,0,0,0,618,Toyota_Highlander
160,38,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,NO,2,1,YES,66780,7420,14840,44520,1996,0,1938,0,0,0,0,0,0,441,Mercedes_ML350
56,36,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,13,1,YES,1,2,YES,58500,0,6500,52000,2001,0,1899,0,0,0,0,0,0,609,Ford_Escape
286,41,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,Parked Car,,Trivial Damage,Police,WV,Columbus,3,1,,2,0,NO,5000,500,500,4000,2003,0,4915,1,1,0,0,0,0,603,Dodge_RAM
3,29,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,Parked Car,,Trivial Damage,Police,PA,Springfield,3,1,,2,1,,5000,500,1000,3500,2008,1,8102,1,1,0,0,0,0,615,Mercedes_E400
286,41,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,,1,3,YES,54450,6050,12100,36300,2007,0,5872,1,0,0,0,0,0,435,Saab_92x
239,38,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,NO,1,3,,61920,6880,6880,48160,2003,0,8944,0,0,1,0,0,0,610,Saab_93
64,29,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,,1,2,NO,43700,4370,4370,34960,2007,1,1178,1,0,0,0,0,0,479,Nissan_Pathfinder
98,31,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,,2,0,,64080,7120,7120,49840,1997,0,9123,1,0,0,0,0,0,468,Ford_Escape
16,35,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,2,1,,55000,10000,10000,35000,2008,1,8848,0,0,1,0,0,0,612,Volkswagen_Jetta
70,27,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,19,1,NO,2,3,,4400,0,550,3850,2000,0,3833,0,1,0,0,0,0,466,Toyota_Camry
75,27,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,,0,1,YES,71640,5970,11940,53730,2008,0,7750,1,0,0,0,0,0,468,Toyota_Highlander
246,44,OH,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,NO,1,0,NO,61740,6860,6860,48020,1997,0,7241,0,0,0,0,0,0,614,Accura_MDX
110,27,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,,0,3,,57500,5750,5750,46000,2010,0,2012,1,0,1,0,0,0,465,Audi_A3
236,39,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,Parked Car,,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,,8700,870,1740,6090,2003,0,6633,0,1,0,0,0,0,604,Accura_RSX
267,46,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,,77100,15420,7710,53970,1996,0,3802,0,0,1,0,0,0,616,Volkswagen_Jetta
463,57,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,NO,2,0,YES,59400,6600,6600,46200,1995,0,8599,0,0,0,0,0,0,463,Dodge_Neon
303,46,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,54890,9980,4990,39920,2006,0,3681,0,0,0,0,0,0,450,Toyota_Corolla
137,30,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,,2,1,,74030,6730,13460,53840,2005,0,1158,1,0,0,0,0,0,466,Chevrolet_Tahoe
56,42,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,,1,2,YES,61490,11180,11180,39130,1998,0,6807,1,0,0,0,0,0,471,BMW_X5
75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,79560,6630,13260,59670,2003,0,8204,0,0,0,0,1,0,602,Volkswagen_Passat
131,33,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,wife,0,-65200,Parked Car,,Minor Damage,Police,NY,Northbend,3,1,,0,1,NO,4900,490,490,3920,2010,0,8877,1,1,0,0,0,0,445,Toyota_Camry
153,34,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,,1,0,NO,77770,14140,14140,49490,2000,0,7670,1,0,0,0,0,1,449,Nissan_Pathfinder
255,43,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,,2,2,,74700,7470,14940,52290,2007,1,2837,1,0,1,0,0,0,472,Nissan_Maxima
103,26,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,,40600,4060,4060,32480,2010,0,272,0,0,0,0,0,0,475,Volkswagen_Passat
97,28,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,,1,0,,45270,10060,10060,25150,2006,0,1797,1,0,1,0,0,0,443,Jeep_Wrangler
214,36,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,,47080,4280,8560,34240,2006,0,5354,0,0,0,0,1,0,461,Saab_93
438,57,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,,0,0,NO,40700,4070,4070,32560,2000,1,8503,1,0,0,0,0,0,616,Volkswagen_Passat
87,27,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,,2,1,YES,34650,6300,3150,25200,1996,0,4059,1,0,0,0,0,0,620,Ford_F150
27,28,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,0,0,Parked Car,,Trivial Damage,Police,WV,Riverwood,4,1,,2,0,,3200,400,400,2400,2012,0,8240,1,1,0,0,0,0,465,Jeep_Grand Cherokee
206,42,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,,1,1,NO,78980,7180,14360,57440,1997,1,7755,1,0,0,0,0,1,470,Saab_92x
127,31,OH,500/1000,500,1255.02,0,MALE,Associate,sales,reading,not-in-family,58200,0,Parked Car,,Minor Damage,UNKNOWN,SC,Riverwood,10,1,YES,1,0,NO,6160,560,1120,4480,1996,0,4571,0,1,0,0,0,0,462,Nissan_Ultima
422,60,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,85250,15500,7750,62000,1999,0,1553,0,0,0,0,0,1,436,Mercedes_E400
303,50,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,72840,12140,6070,54630,2010,0,6532,0,0,0,0,0,1,464,Dodge_Neon
228,40,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,Parked Car,,Trivial Damage,Police,WV,Northbend,20,1,,0,2,NO,6050,1100,1100,3850,2010,0,6532,1,1,0,0,0,0,478,Toyota_Camry
239,39,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,87890,15980,7990,63920,2014,1,8904,0,0,0,0,0,0,437,BMW_X6
330,47,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,chess,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,,0,2,YES,60500,11000,5500,44000,1999,1,277,1,0,0,0,0,0,432,Ford_F150
128,35,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,,2,1,NO,88220,16040,16040,56140,2008,0,3815,1,0,0,0,0,0,620,Chevrolet_Malibu
147,37,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,53680,9760,4880,39040,2004,0,2006,0,0,0,0,0,1,475,Accura_MDX
287,45,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,53800,5380,5380,43040,2006,0,2746,0,0,0,0,0,0,440,Accura_MDX
142,29,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,54360,4530,9060,40770,1995,1,1831,0,0,0,0,0,1,606,Mercedes_E400
162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,54340,9880,4940,39520,2001,0,5394,0,0,0,0,0,0,446,Toyota_Camry
140,35,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,chess,wife,0,-42900,Parked Car,,Trivial Damage,UNKNOWN,SC,Columbus,5,1,,0,2,YES,2860,520,260,2080,1997,1,2497,1,1,0,0,0,0,470,Chevrolet_Tahoe
106,28,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,polo,own-child,0,0,Vehicle Theft,,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,5490,0,1220,4270,1999,0,9022,0,1,0,0,0,0,601,Saab_95
292,45,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,0,0,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,,7370,670,1340,5360,1997,0,8739,0,1,0,0,0,0,451,Suburu_Impreza
34,34,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,,1,0,NO,50800,5080,5080,40640,1997,1,8335,1,0,0,0,0,1,438,Audi_A3
290,48,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,,1,1,,41520,5190,5190,31140,2014,0,660,1,0,0,0,0,0,469,Nissan_Ultima
182,38,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,,2,3,YES,89650,8150,16300,65200,2005,0,2099,1,0,0,0,0,0,435,Dodge_RAM
362,55,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,0,0,39690,1998,0,2269,0,0,0,0,1,1,442,Suburu_Legacy
143,32,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,,2,0,NO,62260,5660,5660,50940,1995,0,5307,1,0,0,0,0,1,468,Saab_92x
183,38,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,51920,9440,4720,37760,2001,1,227,0,0,0,0,0,0,606,Audi_A3
254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,,2,2,,53460,9720,4860,38880,2009,0,7251,1,0,0,0,0,0,453,Volkswagen_Jetta
249,43,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,57100,5710,5710,45680,2014,0,8919,0,0,0,0,0,0,475,Honda_CRV
169,36,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,,77440,14080,7040,56320,2004,0,5904,0,0,1,0,0,0,617,Dodge_Neon
235,40,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,68300,6830,13660,47810,2003,0,7047,0,0,0,0,0,0,613,Suburu_Forrestor
112,32,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,Parked Car,,Trivial Damage,UNKNOWN,NY,Arlington,4,1,,0,2,,5060,460,920,3680,2012,0,5531,1,1,0,0,0,0,453,Honda_CRV
16,32,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,,0,2,,59400,6600,13200,39600,1995,1,4566,1,0,1,0,1,0,615,Dodge_RAM
128,31,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,,69930,0,15540,54390,2013,1,7839,0,0,1,0,1,0,615,Ford_Escape
103,27,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,77700,7770,15540,54390,2008,0,2623,0,0,0,0,0,0,468,Jeep_Wrangler
356,54,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,,68750,12500,12500,43750,2007,1,2526,0,0,1,0,0,0,461,Audi_A5
109,29,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,91080,16560,16560,57960,1995,0,3065,0,0,0,0,0,0,457,Jeep_Wrangler
2,20,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,48360,4030,8060,36270,2000,0,4347,0,0,0,0,0,0,613,Audi_A5
198,34,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,95000,9500,9500,76000,2001,0,4290,0,0,0,0,0,0,614,Ford_F150
107,32,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,Vehicle Theft,,Trivial Damage,Police,SC,Arlington,8,1,,1,3,NO,3900,780,390,2730,2010,0,4677,1,1,0,0,0,0,440,Ford_F150
252,39,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,,0,3,NO,59400,11880,5940,41580,2010,1,4011,1,0,0,0,1,0,609,Jeep_Grand Cherokee
303,43,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,,2,0,,60210,6690,6690,46830,2013,0,5838,1,0,0,0,0,0,479,Nissan_Maxima
101,32,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,,0,3,YES,43600,8720,4360,30520,2010,0,4735,1,0,0,0,0,0,439,Suburu_Legacy
446,57,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,62800,6280,12560,43960,2012,0,8102,0,0,0,0,1,1,478,Jeep_Wrangler
330,48,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,,59500,11900,5950,41650,2006,0,6091,0,0,1,0,0,0,466,Dodge_Neon
211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,,53460,5940,5940,41580,2009,0,1485,0,0,1,0,0,0,430,Honda_CRV
